Ulasan,Tanggal_Ulasan,Label,lokasi,hasil_ulasan,cleaning,tokenisasi,normalisasi,stopword
 mahal makanannya,3 tahun lalu,Negatif,pantai slopeng, mahal makanannya,mahal makanannya,"['mahal', 'makanannya']","['mahal', 'makanannya']","['mahal', 'makanannya']"
"pantai yang nyaman...
waktu itu bersama sang istri tercinta kemari. padahal malamnya akad nikah. hehe",6 bulan lalu,Negatif,pantai slopeng,"pantai yang nyaman...
waktu itu bersama sang istri tercinta kemari. padahal malamnya akad nikah. hehe",pantai yang nyaman... waktu itu bersama sang istri tercinta kemari. padahal malamnya akad nikah. hehe,"['pantai', 'yang', 'nyaman', '...', 'waktu', 'itu', 'bersama', 'sang', 'istri', 'tercinta', 'kemari', '.', 'padahal', 'malamnya', 'akad', 'nikah', '.', 'hehe']","['pantai', 'yang', 'nyaman', '...', 'waktu', 'itu', 'bersama', 'sang', 'istri', 'tercinta', 'kemari', '.', 'padahal', 'malamnya', 'akad', 'nikah', '.', 'he']","['pantai', 'nyaman', '...', 'sang', 'istri', 'tercinta', 'kemari', '.', 'malamnya', 'akad', 'nikah', '.', 'he']"
 sayang agak kotor dan terkesan tidak terawat,setahun lalu,Negatif,pantai slopeng, sayang agak kotor dan terkesan tidak terawat,sayang agak kotor dan terkesan tidak terawat,"['sayang', 'agak', 'kotor', 'dan', 'terkesan', 'tidak', 'terawat']","['sayang', 'agak', 'kotor', 'dan', 'terkesan', 'tidak', 'terawat']","['sayang', 'kotor', 'terkesan', 'tidak', 'terawat']"
.banyak pohon cemaranya dan pohon kelapa dengan pasir putih..,4 tahun lalu,Positif,pantai slopeng,.banyak pohon cemaranya dan pohon kelapa dengan pasir putih..,.banyak pohon cemaranya dan pohon kelapa dengan pasir putih..,"['.banyak', 'pohon', 'cemaranya', 'dan', 'pohon', 'kelapa', 'dengan', 'pasir', 'putih', '..']","['.banyak', 'pohon', 'cemaranya', 'dan', 'pohon', 'kelapa', 'dengan', 'pasir', 'putih', '..']","['.banyak', 'pohon', 'cemaranya', 'pohon', 'kelapa', 'pasir', 'putih', '..']"
"Suka bagus bagt buat maen bareng keluarga
Hehe ada kernagnya jug loh di pasirnya
Bisa berkuda juga cuma bayar 15 ribu
Cocok deh 👍 …",setahun lalu,Negatif,pantai slopeng,"suka bagus bagt buat maen bareng keluarga
hehe ada kernagnya jug loh di pasirnya
bisa berkuda juga cuma bayar 15 ribu
cocok deh 👍 …",suka bagus bagt buat maen bareng keluarga hehe ada kernagnya jug loh di pasirnya bisa berkuda juga cuma bayar  ribu cocok deh ? ?,"['suka', 'bagus', 'bagt', 'buat', 'maen', 'bareng', 'keluarga', 'hehe', 'ada', 'kernagnya', 'jug', 'loh', 'di', 'pasirnya', 'bisa', 'berkuda', 'juga', 'cuma', 'bayar', 'ribu', 'cocok', 'deh', '?', '?']","['suka', 'bagus', 'bagt', 'buat', 'main', 'bareng', 'keluarga', 'he', 'ada', 'kernagnya', 'jug', 'loh', 'di', 'pasirnya', 'bisa', 'berkuda', 'juga', 'cuma', 'bayar', 'ribu', 'cocok', 'deh', '?', '?']","['suka', 'bagus', 'bagt', 'main', 'bareng', 'keluarga', 'he', 'kernagnya', 'jug', 'loh', 'pasirnya', 'berkuda', 'bayar', 'ribu', 'cocok', 'deh', '?', '?']"
tempat parkir kurang nyaman begitu jg toilet kurang bersih,2 bulan lalu,Negatif,pantai slopeng,tempat parkir kurang nyaman begitu jg toilet kurang bersih,tempat parkir kurang nyaman begitu jg toilet kurang bersih,"['tempat', 'parkir', 'kurang', 'nyaman', 'begitu', 'jg', 'toilet', 'kurang', 'bersih']","['tempat', 'parkir', 'kurang', 'nyaman', 'begitu', 'juga', 'toilet', 'kurang', 'bersih']","['parkir', 'nyaman', 'toilet', 'bersih']"
"Aku banyak banget pengalaman di wisata pantai slopeng disini suasananya enak banget, sejuk banget banyak banget pengunjung yang bilang kalau pantai slopeng enak buat wisata.",3 tahun lalu,Positif,pantai slopeng,"aku banyak banget pengalaman di wisata pantai slopeng disini suasananya enak banget, sejuk banget banyak banget pengunjung yang bilang kalau pantai slopeng enak buat wisata.","aku banyak banget pengalaman di wisata pantai slopeng disini suasananya enak banget, sejuk banget banyak banget pengunjung yang bilang kalau pantai slopeng enak buat wisata.","['aku', 'banyak', 'banget', 'pengalaman', 'di', 'wisata', 'pantai', 'slopeng', 'disini', 'suasananya', 'enak', 'banget', ',', 'sejuk', 'banget', 'banyak', 'banget', 'pengunjung', 'yang', 'bilang', 'kalau', 'pantai', 'slopeng', 'enak', 'buat', 'wisata', '.']","['aku', 'banyak', 'banget', 'pengalaman', 'di', 'wisata', 'pantai', 'slopeng', 'disini', 'suasananya', 'enak', 'banget', ',', 'sejuk', 'banget', 'banyak', 'banget', 'pengunjung', 'yang', 'bilang', 'kalau', 'pantai', 'slopeng', 'enak', 'buat', 'wisata', '.']","['banget', 'pengalaman', 'wisata', 'pantai', 'slopeng', 'suasananya', 'enak', 'banget', ',', 'sejuk', 'banget', 'banget', 'pengunjung', 'bilang', 'pantai', 'slopeng', 'enak', 'wisata', '.']"
"kemarin, café didalam pantai tidak buka jadi tidak bisa beli2",4 bulan lalu,Negatif,pantai slopeng,"kemarin, café didalam pantai tidak buka jadi tidak bisa beli2","kemarin, caf? didalam pantai tidak buka jadi tidak bisa beli","['kemarin', ',', 'caf', '?', 'didalam', 'pantai', 'tidak', 'buka', 'jadi', 'tidak', 'bisa', 'beli']","['kemarin', ',', 'caf', '?', 'didalam', 'pantai', 'tidak', 'buka', 'jadi', 'tidak', 'bisa', 'beli']","['kemarin', ',', 'caf', '?', 'didalam', 'pantai', 'tidak', 'buka', 'tidak', 'beli']"
"Bagus, nyaman untuk berlibur bareng anak kecil",setahun lalu,Negatif,pantai slopeng,"bagus, nyaman untuk berlibur bareng anak kecil","bagus, nyaman untuk berlibur bareng anak kecil","['bagus', ',', 'nyaman', 'untuk', 'berlibur', 'bareng', 'anak', 'kecil']","['bagus', ',', 'nyaman', 'untuk', 'berlibur', 'bareng', 'anak', 'kecil']","['bagus', ',', 'nyaman', 'berlibur', 'bareng', 'anak']"
Alhamd.... Tempatnya sekarang sudah bersih dan banyak direnofasi tempatnya,4 tahun lalu,Positif,pantai slopeng,alhamd.... tempatnya sekarang sudah bersih dan banyak direnofasi tempatnya,alhamd.... tempatnya sekarang sudah bersih dan banyak direnofasi tempatnya,"['alhamd', '....', 'tempatnya', 'sekarang', 'sudah', 'bersih', 'dan', 'banyak', 'direnofasi', 'tempatnya']","['alhamd', '....', 'tempatnya', 'sekarang', 'sudah', 'bersih', 'dan', 'banyak', 'direnofasi', 'tempatnya']","['alhamd', '....', 'tempatnya', 'bersih', 'direnofasi', 'tempatnya']"
Cuma sampah dimana mana.. Banyak tempat sampah tapi pada buang sampah sembarangan... ,3 tahun lalu,Negatif,pantai slopeng,cuma sampah dimana mana.. banyak tempat sampah tapi pada buang sampah sembarangan... ,cuma sampah dimana mana.. banyak tempat sampah tapi pada buang sampah sembarangan...,"['cuma', 'sampah', 'dimana', 'mana', '..', 'banyak', 'tempat', 'sampah', 'tapi', 'pada', 'buang', 'sampah', 'sembarangan', '...']","['cuma', 'sampah', 'dimana', 'mana', '..', 'banyak', 'tempat', 'sampah', 'tapi', 'pada', 'buang', 'sampah', 'sembarangan', '...']","['sampah', 'dimana', '..', 'sampah', 'tapi', 'buang', 'sampah', 'sembarangan', '...']"
Asyik buat mandi dan lihat keindahan pantai. Landai sehingga mudah ngontrol anak anak,4 tahun lalu,Positif,pantai slopeng,asyik buat mandi dan lihat keindahan pantai. landai sehingga mudah ngontrol anak anak,asyik buat mandi dan lihat keindahan pantai. landai sehingga mudah ngontrol anak anak,"['asyik', 'buat', 'mandi', 'dan', 'lihat', 'keindahan', 'pantai', '.', 'landai', 'sehingga', 'mudah', 'ngontrol', 'anak', 'anak']","['asyik', 'buat', 'mandi', 'dan', 'lihat', 'keindahan', 'pantai', '.', 'landai', 'sehingga', 'mudah', 'ngontrol', 'anak', 'anak']","['asyik', 'mandi', 'lihat', 'keindahan', 'pantai', '.', 'landai', 'mudah', 'ngontrol', 'anak', 'anak']"
"Pantai masih bagus, tidak terlalu ramai. Ada persewaan kuda yg cocok untuk anak anak. Dengan ombak yang tenang, sangat aman untuk keluarga, anak anak tetap harus diawasi. Pasir berwarna putih sangat indah pada sore hari. Terdapat tempat singgah yang bisa dipakai tanpa membayar sewa, cocok sambil minum kelapa muda.",setahun lalu,Negatif,pantai slopeng,"pantai masih bagus, tidak terlalu ramai. ada persewaan kuda yg cocok untuk anak anak. dengan ombak yang tenang, sangat aman untuk keluarga, anak anak tetap harus diawasi. pasir berwarna putih sangat indah pada sore hari. terdapat tempat singgah yang bisa dipakai tanpa membayar sewa, cocok sambil minum kelapa muda.","pantai masih bagus, tidak terlalu ramai. ada persewaan kuda yg cocok untuk anak anak. dengan ombak yang tenang, sangat aman untuk keluarga, anak anak tetap harus diawasi. pasir berwarna putih sangat indah pada sore hari. terdapat tempat singgah yang bisa dipakai tanpa membayar sewa, cocok sambil minum kelapa muda.","['pantai', 'masih', 'bagus', ',', 'tidak', 'terlalu', 'ramai', '.', 'ada', 'persewaan', 'kuda', 'yg', 'cocok', 'untuk', 'anak', 'anak', '.', 'dengan', 'ombak', 'yang', 'tenang', ',', 'sangat', 'aman', 'untuk', 'keluarga', ',', 'anak', 'anak', 'tetap', 'harus', 'diawasi', '.', 'pasir', 'berwarna', 'putih', 'sangat', 'indah', 'pada', 'sore', 'hari', '.', 'terdapat', 'tempat', 'singgah', 'yang', 'bisa', 'dipakai', 'tanpa', 'membayar', 'sewa', ',', 'cocok', 'sambil', 'minum', 'kelapa', 'muda', '.']","['pantai', 'masih', 'bagus', ',', 'tidak', 'terlalu', 'ramai', '.', 'ada', 'persewaan', 'kuda', 'yang', 'cocok', 'untuk', 'anak', 'anak', '.', 'dengan', 'ombak', 'yang', 'tenang', ',', 'sangat', 'aman', 'untuk', 'keluarga', ',', 'anak', 'anak', 'tetap', 'harus', 'diawasi', '.', 'pasir', 'berwarna', 'putih', 'sangat', 'indah', 'pada', 'sore', 'hari', '.', 'terdapat', 'tempat', 'singgah', 'yang', 'bisa', 'dipakai', 'tanpa', 'membayar', 'sewa', ',', 'cocok', 'sambil', 'minum', 'kelapa', 'muda', '.']","['pantai', 'bagus', ',', 'tidak', 'ramai', '.', 'persewaan', 'kuda', 'cocok', 'anak', 'anak', '.', 'ombak', 'tenang', ',', 'sangat', 'aman', 'keluarga', ',', 'anak', 'anak', 'diawasi', '.', 'pasir', 'berwarna', 'putih', 'sangat', 'indah', 'sore', '.', 'singgah', 'dipakai', 'membayar', 'sewa', ',', 'cocok', 'minum', 'kelapa', 'muda', '.']"
Asyik tempatnya apalagi saat sore hari indah pemandangannya,4 tahun lalu,Positif,pantai slopeng,asyik tempatnya apalagi saat sore hari indah pemandangannya,asyik tempatnya apalagi saat sore hari indah pemandangannya,"['asyik', 'tempatnya', 'apalagi', 'saat', 'sore', 'hari', 'indah', 'pemandangannya']","['asyik', 'tempatnya', 'apalagi', 'saat', 'sore', 'hari', 'indah', 'pemandangannya']","['asyik', 'tempatnya', 'sore', 'indah', 'pemandangannya']"
kotor tempat sekitarnya,6 bulan lalu,Negatif,pantai slopeng,kotor tempat sekitarnya,kotor tempat sekitarnya,"['kotor', 'tempat', 'sekitarnya']","['kotor', 'tempat', 'sekitarnya']",['kotor']
"Bagus ,,enak buat bersantai sama keluarga",4 tahun lalu,Positif,pantai slopeng,"bagus ,,enak buat bersantai sama keluarga","bagus ,,enak buat bersantai sama keluarga","['bagus', ',', ',enak', 'buat', 'bersantai', 'sama', 'keluarga']","['bagus', ',', ',enak', 'buat', 'bersantai', 'sama', 'keluarga']","['bagus', ',', ',enak', 'bersantai', 'keluarga']"
Pantai di ujung utara pulau madura dengan pemandangan yang asri jarang pengunjung.,4 tahun lalu,Negatif,pantai slopeng,pantai di ujung utara pulau madura dengan pemandangan yang asri jarang pengunjung.,pantai di ujung utara pulau madura dengan pemandangan yang asri jarang pengunjung.,"['pantai', 'di', 'ujung', 'utara', 'pulau', 'madura', 'dengan', 'pemandangan', 'yang', 'asri', 'jarang', 'pengunjung', '.']","['pantai', 'di', 'ujung', 'utara', 'pulau', 'madura', 'dengan', 'pemandangan', 'yang', 'asri', 'jarang', 'pengunjung', '.']","['pantai', 'ujung', 'utara', 'pulau', 'madura', 'pemandangan', 'asri', 'jarang', 'pengunjung', '.']"
Pantainya kotor dan tidak terawat. Sebenarnya kalau dikelola lebih baik lagi akan lebih bagus.,4 bulan lalu,Negatif,pantai slopeng,pantainya kotor dan tidak terawat. sebenarnya kalau dikelola lebih baik lagi akan lebih bagus.,pantainya kotor dan tidak terawat. sebenarnya kalau dikelola lebih baik lagi akan lebih bagus.,"['pantainya', 'kotor', 'dan', 'tidak', 'terawat', '.', 'sebenarnya', 'kalau', 'dikelola', 'lebih', 'baik', 'lagi', 'akan', 'lebih', 'bagus', '.']","['pantainya', 'kotor', 'dan', 'tidak', 'terawat', '.', 'sebenarnya', 'kalau', 'dikelola', 'lebih', 'baik', 'lagi', 'akan', 'lebih', 'bagus', '.']","['pantainya', 'kotor', 'tidak', 'terawat', '.', 'dikelola', 'bagus', '.']"
"fasilitas kamar mandi/toilet masih terbatas.
Masih kurang bersih",3 tahun lalu,Negatif,pantai slopeng,"fasilitas kamar mandi/toilet masih terbatas.
masih kurang bersih",fasilitas kamar mandi/toilet masih terbatas. masih kurang bersih,"['fasilitas', 'kamar', 'mandi/toilet', 'masih', 'terbatas', '.', 'masih', 'kurang', 'bersih']","['fasilitas', 'kamar', 'mandi/toilet', 'masih', 'terbatas', '.', 'masih', 'kurang', 'bersih']","['fasilitas', 'kamar', 'mandi/toilet', 'terbatas', '.', 'bersih']"
"Pantainya sangat bersih, lanjutkan.",3 tahun lalu,Negatif,pantai slopeng,"pantainya sangat bersih, lanjutkan.","pantainya sangat bersih, lanjutkan.","['pantainya', 'sangat', 'bersih', ',', 'lanjutkan', '.']","['pantainya', 'sangat', 'bersih', ',', 'lanjutkan', '.']","['pantainya', 'sangat', 'bersih', ',', 'lanjutkan', '.']"
"Pantai yg keceh,pasir bersih,alhamdulillah pas banyak kapal yg berjajar",setahun lalu,Negatif,pantai slopeng,"pantai yg keceh,pasir bersih,alhamdulillah pas banyak kapal yg berjajar","pantai yg keceh,pasir bersih,alhamdulillah pas banyak kapal yg berjajar","['pantai', 'yg', 'keceh', ',', 'pasir', 'bersih', ',', 'alhamdulillah', 'pas', 'banyak', 'kapal', 'yg', 'berjajar']","['pantai', 'yang', 'keceh', ',', 'pasir', 'bersih', ',', 'alhamdulillah', 'pas', 'banyak', 'kapal', 'yang', 'berjajar']","['pantai', 'keceh', ',', 'pasir', 'bersih', ',', 'alhamdulillah', 'pas', 'kapal', 'berjajar']"
"Bagus pemandangannya. Tapi mahal tiket masuknya, 15rb per orang 😑 …",3 tahun lalu,Negatif,pantai slopeng,"bagus pemandangannya. tapi mahal tiket masuknya, 15rb per orang 😑 …","bagus pemandangannya. tapi mahal tiket masuknya, rb per orang ? ?","['bagus', 'pemandangannya', '.', 'tapi', 'mahal', 'tiket', 'masuknya', ',', 'rb', 'per', 'orang', '?', '?']","['bagus', 'pemandangannya', '.', 'tapi', 'mahal', 'tiket', 'masuknya', ',', 'rb', 'per', 'orang', '?', '?']","['bagus', 'pemandangannya', '.', 'tapi', 'mahal', 'tiket', 'masuknya', ',', 'rb', 'orang', '?', '?']"
"Bagus banget pantainya, nyaman suasananya",3 tahun lalu,Positif,pantai slopeng,"bagus banget pantainya, nyaman suasananya","bagus banget pantainya, nyaman suasananya","['bagus', 'banget', 'pantainya', ',', 'nyaman', 'suasananya']","['bagus', 'banget', 'pantainya', ',', 'nyaman', 'suasananya']","['bagus', 'banget', 'pantainya', ',', 'nyaman', 'suasananya']"
"Bagus banget pantainya. Untuk kalian yang dari luar sumenep, silakan datang sendiri kalau ingin tau tempatnya. Di jamin pasti suka.",4 tahun lalu,Positif,pantai slopeng,"bagus banget pantainya. untuk kalian yang dari luar sumenep, silakan datang sendiri kalau ingin tau tempatnya. di jamin pasti suka.","bagus banget pantainya. untuk kalian yang dari luar sumenep, silakan datang sendiri kalau ingin tau tempatnya. di jamin pasti suka.","['bagus', 'banget', 'pantainya', '.', 'untuk', 'kalian', 'yang', 'dari', 'luar', 'sumenep', ',', 'silakan', 'datang', 'sendiri', 'kalau', 'ingin', 'tau', 'tempatnya', '.', 'di', 'jamin', 'pasti', 'suka', '.']","['bagus', 'banget', 'pantainya', '.', 'untuk', 'kalian', 'yang', 'dari', 'luar', 'sumenep', ',', 'silakan', 'datang', 'sendiri', 'kalau', 'ingin', 'tahu', 'tempatnya', '.', 'di', 'jamin', 'pasti', 'suka', '.']","['bagus', 'banget', 'pantainya', '.', 'sumenep', ',', 'silakan', 'tempatnya', '.', 'jamin', 'suka', '.']"
Pantai yang indah sekali. Anda bisa membangun istana pasir disini. Kelapa Muda nya enak dan segar. Rujaknya juga enak. Mantap,setahun lalu,Negatif,pantai slopeng,pantai yang indah sekali. anda bisa membangun istana pasir disini. kelapa muda nya enak dan segar. rujaknya juga enak. mantap,pantai yang indah sekali. anda bisa membangun istana pasir disini. kelapa muda nya enak dan segar. rujaknya juga enak. mantap,"['pantai', 'yang', 'indah', 'sekali', '.', 'anda', 'bisa', 'membangun', 'istana', 'pasir', 'disini', '.', 'kelapa', 'muda', 'nya', 'enak', 'dan', 'segar', '.', 'rujaknya', 'juga', 'enak', '.', 'mantap']","['pantai', 'yang', 'indah', 'sekali', '.', 'anda', 'bisa', 'membangun', 'istana', 'pasir', 'disini', '.', 'kelapa', 'muda', 'nya', 'enak', 'dan', 'segar', '.', 'rujaknya', 'juga', 'enak', '.', 'mantap']","['pantai', 'indah', '.', 'membangun', 'istana', 'pasir', '.', 'kelapa', 'muda', 'enak', 'segar', '.', 'rujaknya', 'enak', '.', 'mantap']"
Bagus Bersih Indah Nyaman,10 bulan lalu,Positif,pantai slopeng,bagus bersih indah nyaman,bagus bersih indah nyaman,"['bagus', 'bersih', 'indah', 'nyaman']","['bagus', 'bersih', 'indah', 'nyaman']","['bagus', 'bersih', 'indah', 'nyaman']"
Pantainya kotor kurang terawat. Fasilitas kurang sekali. Pasirnya tidak sebagus dulu tapi.,4 tahun lalu,Negatif,pantai slopeng,pantainya kotor kurang terawat. fasilitas kurang sekali. pasirnya tidak sebagus dulu tapi.,pantainya kotor kurang terawat. fasilitas kurang sekali. pasirnya tidak sebagus dulu tapi.,"['pantainya', 'kotor', 'kurang', 'terawat', '.', 'fasilitas', 'kurang', 'sekali', '.', 'pasirnya', 'tidak', 'sebagus', 'dulu', 'tapi', '.']","['pantainya', 'kotor', 'kurang', 'terawat', '.', 'fasilitas', 'kurang', 'sekali', '.', 'pasirnya', 'tidak', 'sebagus', 'dulu', 'tapi', '.']","['pantainya', 'kotor', 'terawat', '.', 'fasilitas', '.', 'pasirnya', 'tidak', 'sebagus', 'tapi', '.']"
Bagus buat foto2👍 …,2 tahun lalu,Positif,pantai slopeng,bagus buat foto2👍 …,bagus buat foto? ?,"['bagus', 'buat', 'foto', '?', '?']","['bagus', 'buat', 'foto', '?', '?']","['bagus', 'foto', '?', '?']"
Anak pantai hari ini ...healing menikmati keindahan pantai slopeng sumenep madura ⛱️⛱️,setahun lalu,Negatif,pantai slopeng,anak pantai hari ini ...healing menikmati keindahan pantai slopeng sumenep madura ⛱️⛱️,anak pantai hari ini ...healing menikmati keindahan pantai slopeng sumenep madura ????,"['anak', 'pantai', 'hari', 'ini', '...', 'healing', 'menikmati', 'keindahan', 'pantai', 'slopeng', 'sumenep', 'madura', '?', '?', '?', '?']","['anak', 'pantai', 'hari', 'ini', '...', 'healing', 'menikmati', 'keindahan', 'pantai', 'slopeng', 'sumenep', 'madura', '?', '?', '?', '?']","['anak', 'pantai', '...', 'healing', 'menikmati', 'keindahan', 'pantai', 'slopeng', 'sumenep', 'madura', '?', '?', '?', '?']"
Bagus dan rekomended,3 tahun lalu,Positif,pantai slopeng,bagus dan rekomended,bagus dan rekomended,"['bagus', 'dan', 'rekomended']","['bagus', 'dan', 'rekomended']","['bagus', 'rekomended']"
"Bagus indah asri pemandangan nya bisa dijadikan tempat untuk bersantai dg keluarga,kawan,pasangan.",4 tahun lalu,Positif,pantai slopeng,"bagus indah asri pemandangan nya bisa dijadikan tempat untuk bersantai dg keluarga,kawan,pasangan.","bagus indah asri pemandangan nya bisa dijadikan tempat untuk bersantai dg keluarga,kawan,pasangan.","['bagus', 'indah', 'asri', 'pemandangan', 'nya', 'bisa', 'dijadikan', 'tempat', 'untuk', 'bersantai', 'dg', 'keluarga', ',', 'kawan', ',', 'pasangan', '.']","['bagus', 'indah', 'asri', 'pemandangan', 'nya', 'bisa', 'dijadikan', 'tempat', 'untuk', 'bersantai', 'dengan', 'keluarga', ',', 'kawan', ',', 'pasangan', '.']","['bagus', 'indah', 'asri', 'pemandangan', 'dijadikan', 'bersantai', 'keluarga', ',', 'kawan', ',', 'pasangan', '.']"
bagus pemandangannys,2 tahun lalu,Positif,pantai slopeng,bagus pemandangannys,bagus pemandangannys,"['bagus', 'pemandangannys']","['bagus', 'pemandangannys']","['bagus', 'pemandangannys']"
Bagus sekali,3 tahun lalu,Positif,pantai slopeng,bagus sekali,bagus sekali,"['bagus', 'sekali']","['bagus', 'sekali']",['bagus']
"Bagus, suasananya tenang dan asri, ada cafe dengan beberapa spot foto. Tepi pantainya rindang. Ada banyak pohon cemara udang dan kelapa. Asyik, alami dengan suasana yg betul- betul bikin betah dan pengen kembali lagi",4 tahun lalu,Positif,pantai slopeng,"bagus, suasananya tenang dan asri, ada cafe dengan beberapa spot foto. tepi pantainya rindang. ada banyak pohon cemara udang dan kelapa. asyik, alami dengan suasana yg betul- betul bikin betah dan pengen kembali lagi","bagus, suasananya tenang dan asri, ada cafe dengan beberapa spot foto. tepi pantainya rindang. ada banyak pohon cemara udang dan kelapa. asyik, alami dengan suasana yg betul- betul bikin betah dan pengen kembali lagi","['bagus', ',', 'suasananya', 'tenang', 'dan', 'asri', ',', 'ada', 'cafe', 'dengan', 'beberapa', 'spot', 'foto', '.', 'tepi', 'pantainya', 'rindang', '.', 'ada', 'banyak', 'pohon', 'cemara', 'udang', 'dan', 'kelapa', '.', 'asyik', ',', 'alami', 'dengan', 'suasana', 'yg', 'betul-', 'betul', 'bikin', 'betah', 'dan', 'pengen', 'kembali', 'lagi']","['bagus', ',', 'suasananya', 'tenang', 'dan', 'asri', ',', 'ada', 'cafe', 'dengan', 'beberapa', 'spot', 'foto', '.', 'tepi', 'pantainya', 'rindang', '.', 'ada', 'banyak', 'pohon', 'cemara', 'udang', 'dan', 'kelapa', '.', 'asyik', ',', 'alami', 'dengan', 'suasana', 'yang', 'betul-', 'betul', 'bikin', 'betah', 'dan', 'ingin', 'kembali', 'lagi']","['bagus', ',', 'suasananya', 'tenang', 'asri', ',', 'cafe', 'spot', 'foto', '.', 'tepi', 'pantainya', 'rindang', '.', 'pohon', 'cemara', 'udang', 'kelapa', '.', 'asyik', ',', 'alami', 'suasana', 'betul-', 'bikin', 'betah']"
